timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, HANDOVER_LEFT
1.6450222779434186e+18,-5223.0,5988.0,1373.0,1
1.645022277989368e+18,-5168.0,5981.0,1387.0,1
1.6450222780433807e+18,-5295.0,5978.0,1406.0,1
1.6450222780935555e+18,-5318.0,5838.0,1341.0,1
1.6450222781432253e+18,-5394.0,5845.0,1323.0,1
1.645022278189111e+18,-5367.0,5856.0,1309.0,1
1.6450222782441485e+18,-5308.0,5942.0,1362.0,1
1.6450222782939354e+18,-5275.0,5940.0,1441.0,1
1.6450222783440346e+18,-5268.0,5963.0,1448.0,1
1.6450222783942034e+18,-5212.0,5975.0,1430.0,1
1.645022278443568e+18,-5222.0,5989.0,1463.0,1
1.6450222784945638e+18,-5252.0,5948.0,1435.0,1
1.6450222785427077e+18,-5210.0,5945.0,1432.0,1
1.645022278588987e+18,-5180.0,6024.0,1476.0,1
1.6450222786437463e+18,-5192.0,6025.0,1463.0,1
1.645022278690638e+18,-5163.0,5992.0,1441.0,1
1.6450222787437768e+18,-5151.0,6007.0,1434.0,1
1.6450222787946742e+18,-5213.0,6029.0,1442.0,1
1.645022278843296e+18,-5227.0,6025.0,1440.0,1
1.6450222788934318e+18,-5176.0,5999.0,1485.0,1
1.6450222789440568e+18,-5202.0,6011.0,1458.0,1
1.6450222789944197e+18,-5188.0,5971.0,1424.0,1
1.645022279044158e+18,-5131.0,6083.0,1478.0,1
1.645022279094862e+18,-5112.0,6072.0,1509.0,1
1.6450222791404065e+18,-5107.0,6142.0,1545.0,1
1.6450222791927427e+18,-5078.0,6095.0,1585.0,1
1.6450222792446979e+18,-5104.0,6063.0,1530.0,1
1.6450222792995574e+18,-5116.0,6093.0,1523.0,1
1.6450222793436475e+18,-5141.0,6037.0,1561.0,1
1.6450222793934715e+18,-5156.0,6052.0,1515.0,1
1.6450222794443192e+18,-5139.0,6029.0,1512.0,1
1.645022279494978e+18,-5156.0,6018.0,1551.0,1
1.6450222795457226e+18,-5189.0,6015.0,1523.0,1
1.6450222795965286e+18,-5128.0,6023.0,1626.0,1
1.645022279641759e+18,-5169.0,5985.0,1547.0,1
1.6450222796946954e+18,-5215.0,5968.0,1513.0,1
1.6450222797448015e+18,-5151.0,5950.0,1528.0,1
1.6450222797967437e+18,-5140.0,5976.0,1600.0,1
1.645022279846453e+18,-5125.0,6001.0,1642.0,1
1.645022279894888e+18,-5124.0,6060.0,1742.0,1
1.6450222799415089e+18,-5140.0,5989.0,1687.0,1
1.645022279996906e+18,-5193.0,5944.0,1594.0,1
1.6450222800447122e+18,-5254.0,5910.0,1578.0,1
1.6450222800947497e+18,-5242.0,5908.0,1564.0,1
1.645022280141868e+18,-5245.0,5931.0,1629.0,1
1.6450222801997548e+18,-5234.0,5989.0,1676.0,1
1.6450222802469363e+18,-5217.0,5957.0,1768.0,1
1.6450222802996262e+18,-5264.0,5896.0,1679.0,1
1.6450222803423242e+18,-5248.0,5903.0,1606.0,1
1.6450222803970166e+18,-5226.0,5907.0,1598.0,1
1.645022280445136e+18,-5215.0,5942.0,1615.0,1
1.6450222804949847e+18,-5185.0,5947.0,1705.0,1
1.6450222805445107e+18,-5186.0,5953.0,1690.0,1
1.64502228059755e+18,-5194.0,5967.0,1652.0,1
1.6450222806421604e+18,-5178.0,5970.0,1653.0,1
1.645022280699584e+18,-5149.0,5962.0,1644.0,1
1.6450222807481935e+18,-5137.0,5987.0,1626.0,1
1.6450222807923953e+18,-5166.0,5957.0,1609.0,1
1.645022280849385e+18,-5195.0,5958.0,1579.0,1
1.6450222808931246e+18,-5174.0,5977.0,1630.0,1
1.6450222809479314e+18,-5165.0,5993.0,1640.0,1
1.6450222809970307e+18,-5112.0,6035.0,1611.0,1
1.6450222810529206e+18,-5098.0,6069.0,1585.0,1
1.6450222810930627e+18,-5068.0,6065.0,1606.0,1
1.6450222811476844e+18,-5147.0,6034.0,1700.0,1
1.6450222811958707e+18,-5188.0,5967.0,1615.0,1
1.6450222812478147e+18,-5178.0,5978.0,1521.0,1
1.645022281293791e+18,-5162.0,5964.0,1566.0,1
1.6450222813474575e+18,-5157.0,5977.0,1745.0,1
1.6450222813959542e+18,-5363.0,6143.0,1843.0,1
1.6450222814447552e+18,-5964.0,5956.0,1752.0,1
1.6450222814932378e+18,-6159.0,5879.0,1029.0,1
1.6450222815472228e+18,-5721.0,5939.0,1212.0,1
1.6450222815977464e+18,-5135.0,6461.0,941.0,1
1.6450222816470415e+18,-4293.0,6647.0,635.0,1
1.6450222816951793e+18,-3746.0,6500.0,343.0,1
1.645022281747676e+18,-3616.0,7054.0,-326.0,1
1.645022281795143e+18,-3780.0,8082.0,-193.0,1
1.6450222818466685e+18,-3898.0,9045.0,70.0,1
1.6450222818984737e+18,-4188.0,10072.0,1130.0,1
1.645022281948257e+18,-3599.0,9311.0,2824.0,1
1.6450222819955446e+18,-2844.0,7948.0,4154.0,1
