timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.6461488640137306e+18,-202.0,1921.0,-8269.0,1
1.6461488640619658e+18,321.0,3034.0,-8303.0,1
1.646148864111994e+18,147.0,3100.0,-7477.0,1
1.6461488641627459e+18,-75.0,3397.0,-6596.0,1
1.6461488642127905e+18,-113.0,2663.0,-7423.0,1
1.6461488642631547e+18,-2802.0,3146.0,-8652.0,1
1.6461488643077202e+18,-1609.0,2659.0,-8411.0,1
1.646148864363224e+18,230.0,3646.0,-7673.0,1
1.646148864414057e+18,-408.0,5879.0,-9496.0,1
1.6461488644620234e+18,-2235.0,5239.0,-9571.0,1
1.6461488645128532e+18,-2833.0,3902.0,-8302.0,1
1.6461488645586627e+18,-4891.0,2449.0,-7019.0,1
1.6461488648574984e+18,-3640.0,-782.0,-6083.0,1
1.6461488649171564e+18,-4608.0,-764.0,-5992.0,1
1.6461488649632755e+18,-5177.0,-1373.0,-6128.0,1
1.6461488650124854e+18,-4816.0,-1045.0,-6043.0,1
1.6461488650636424e+18,-5446.0,-1431.0,-6638.0,1
1.6461488651140431e+18,-4497.0,-1497.0,-6671.0,1
1.6461488651652667e+18,-4945.0,-1499.0,-6956.0,1
1.6461488652144814e+18,-4588.0,-1747.0,-6576.0,1
1.646148865264136e+18,-4198.0,-2093.0,-6641.0,1
1.6461488653175094e+18,-2875.0,-1718.0,-6843.0,1
1.646148865363238e+18,-2600.0,-1935.0,-6585.0,1
1.646148865417307e+18,-3319.0,-1908.0,-6577.0,1
1.6461488654641825e+18,-4516.0,-2022.0,-7173.0,1
1.6461488655132974e+18,-5497.0,-2642.0,-7010.0,1
1.646148865561506e+18,-4618.0,-2355.0,-6352.0,1
1.6461488656132833e+18,-5346.0,-3012.0,-6251.0,1
1.6461488656657037e+18,-4493.0,-3036.0,-6671.0,1
1.6461488657125742e+18,-4329.0,-2783.0,-6373.0,1
1.6461488657654216e+18,-5147.0,-2295.0,-5992.0,1
1.6461488658165537e+18,-4324.0,-2541.0,-5067.0,1
1.6461488658605297e+18,-4132.0,-2686.0,-4915.0,1
1.646148865915023e+18,-4705.0,-1679.0,-6101.0,1
1.6461488659629514e+18,-8622.0,-1970.0,-4266.0,1
1.6461488660172175e+18,-9550.0,-2172.0,-1232.0,1
1.646148866062166e+18,-9262.0,-1906.0,1211.0,1
1.6461488661155054e+18,-8957.0,-960.0,2223.0,1
1.6461488661589294e+18,-7027.0,-1387.0,1968.0,1
1.6461488662153682e+18,-6416.0,-913.0,2400.0,1
1.646148866268594e+18,-6815.0,-366.0,3558.0,1
1.6461488663113805e+18,-8702.0,1211.0,3883.0,1
1.646148866368062e+18,-7184.0,427.0,3998.0,1
1.6461488664142735e+18,-7948.0,69.0,3348.0,1
1.6461488664659105e+18,-7275.0,-267.0,3786.0,1
1.6461488665133834e+18,-7419.0,-131.0,3860.0,1
1.6461488665680579e+18,-7942.0,-203.0,3848.0,1
1.6461488666059858e+18,-7291.0,47.0,4140.0,1
1.6461488666666353e+18,-7550.0,-207.0,3751.0,1
1.6461488667126147e+18,-7281.0,-474.0,4161.0,1
1.6461488667664937e+18,-7266.0,-502.0,4081.0,1
1.646148866815603e+18,-7198.0,-519.0,4393.0,1
1.6461488668668188e+18,-7186.0,-447.0,3922.0,1
1.646148866915342e+18,-7848.0,-387.0,3901.0,1
1.6461488669662707e+18,-7518.0,-430.0,3501.0,1
1.64614886701651e+18,-6663.0,-151.0,3258.0,1
1.6461488670655255e+18,-6850.0,71.0,3396.0,1
1.646148867115752e+18,-6841.0,562.0,3348.0,1
1.6461488671671823e+18,-7699.0,-318.0,2272.0,1
1.6461488672158559e+18,-7235.0,-397.0,3522.0,1
1.6461488672625055e+18,-7134.0,-204.0,4025.0,1
1.6461488673134374e+18,-7600.0,-534.0,4548.0,1
1.646148867365987e+18,-7806.0,-696.0,4914.0,1
1.6461488674185495e+18,-8063.0,-706.0,4339.0,1
1.6461488674664906e+18,-8184.0,406.0,5621.0,1
1.6461488675151555e+18,-8380.0,887.0,3360.0,1
1.6461488675653066e+18,-7741.0,1482.0,3426.0,1
1.646148867610906e+18,-6790.0,1547.0,3647.0,1
1.6461488676674483e+18,-6807.0,925.0,2135.0,1
1.6461488677152154e+18,-7563.0,720.0,525.0,1
1.6461488677664553e+18,-8254.0,2176.0,-313.0,1
1.646148867816157e+18,-6885.0,943.0,-2332.0,1
1.6461488678679188e+18,-7377.0,1805.0,-2787.0,1
1.6461488679160302e+18,-8485.0,2333.0,-2553.0,1
1.6461488679693453e+18,-6009.0,2506.0,-3730.0,1
1.6461488680166339e+18,-4656.0,2599.0,-5590.0,1
1.646148868068108e+18,-2913.0,3389.0,-7469.0,1
1.6461488681180915e+18,-2134.0,3369.0,-8814.0,1
1.646148868167365e+18,-1920.0,3826.0,-8544.0,1
1.6461488682160128e+18,-1171.0,3964.0,-7522.0,1
1.646148868267228e+18,-1331.0,4239.0,-7451.0,1
